,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw
0,536324.484,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.015039081226073694,0.007336039837957038,-0.013413037312078067
1,536347.679,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.019431937749524942,0.011384647392520656,0.02246028934060316
2,536403.261,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.012245736442837466,0.02052296857099529,0.010064555336434446
3,536446.967,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.0017979546621695187,0.02421275507873328,0.13706375998692702
4,536484.097,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.021699608615061528,0.09778258344341707,-1.437813687392688
5,536544.207,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.010089254755346024,0.13656366468731593,-1.709235158155414
6,536562.886,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.014757806904135768,0.15565881943810958,-1.871292869318116
7,536641.444,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.030863879734536758,0.1160594200446232,-1.852670068575167
8,536643.819,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.05595785884308953,0.07161703929142288,-1.8050506558653951
9,536722.267,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.08515350440712688,0.05419319833921701,-1.8098617235055785
10,536743.414,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.11376045687241852,0.037270802273558216,-1.8226604200017018
11,536801.045,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.11926607871613269,0.02114126538576903,-1.854736702042885
12,536842.699,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.12472983035682232,0.005419314363592978,-1.893442946198387
13,536881.876,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.1065583085466975,0.028451569115684135,-1.9054760397254444
14,536939.93,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.08917340137773334,0.05171316690715024,-1.9355788763028947
15,536960.659,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.06660595322759236,0.09095659039598798,-1.9678997325942602
16,537039.218,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.04490771583690042,0.13037765449282965,-2.0214759481858273
17,537041.493,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.03551863821153769,0.16091582426677292,-2.010471585685795
18,537120.039,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.02170740838361513,0.1505696669169874,-1.9888019441833622
19,537139.142,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,-0.008119237952115613,0.1404438914439691,-1.97182962145952
20,537198.82,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.004462383082545391,0.12261653846729788,-1.9847225967873798
21,537238.425,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.016894766217899,0.10501008449383353,-1.9990754085470086
22,537279.656,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.057004798053020264,0.14396323057086238,-2.0106264024484655
23,537335.663,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.0969626340137965,0.18242444426355725,-2.015699856056415
24,537358.439,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.2230770446659159,0.2044150485970275,-2.1054066503131534
25,537434.941,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.3470520004902468,0.22734641657238258,-2.2338157244610968
26,537437.218,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,0.6530333436752335,0.24891075156190895,-2.324982004116962
27,537517.819,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,1.0768336393009037,0.36145985370103856,-2.328143426858015
28,537534.863,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,1.497674159859828,0.47249665196910673,-2.306569865375525
29,537596.597,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,1.8996319763007878,0.5806726607444599,-2.5426198953997985
30,537634.142,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,2.298898176518715,0.6875601477305283,-2.7462405504130536
31,537677.428,0.24712303102625302,0.24712303102625302,0.276553031026253,0.0009368960748414447,0.0009368960748414447,0.0027694917894354903,1.30338186305695,1.12518279567348,1.12518279567348,2.8254504477637097,0.7829949531695436,-2.9385033748220066
