time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
18680.37,-0.102,0.949,0.334,19.818,3.22,13.623,17.4968768480506,-38.9879781832357,-21.0515547941391
18697.415,-0.102,0.949,0.334,19.818,3.22,13.623,19.8379428744252,-38.268131688584,-20.1134821626879
18761.198,-0.079,0.958,0.308,30.174,1.942,11.825,19.8379428744252,-38.268131688584,-20.1134821626879
18796.704,-0.079,0.958,0.308,30.174,1.942,11.825,19.6094095266803,-38.6319853019299,-18.7845459347986
18839.981,-0.081,0.97,0.242,37.104,4.357,4.305,19.6094095266803,-38.6319853019299,-18.7845459347986
18895.983,-0.081,0.97,0.242,37.104,4.357,4.305,18.4452235813877,-38.6350612405543,-17.3774369876217
18918.762,-0.081,0.936,0.196,34.86,3.316,3.071,18.4452235813877,-38.6350612405543,-17.3774369876217
18993.222,-0.081,0.936,0.196,34.86,3.316,3.071,19.5018761826136,-38.6376245227413,-16.2048461983076
18999.6,-0.068,0.987,0.176,16.581,-0.831,7.293,19.5018761826136,-38.6376245227413,-16.2048461983076
19078.154,-0.056,0.986,0.143,16.27,-6.881,8.198,19.5018761826136,-38.6376245227413,-16.2048461983076
19093.158,-0.056,0.986,0.143,16.27,-6.881,8.198,20.9066371426026,-38.7587951368706,-15.8139826018696
19158.986,-0.042,1.009,0.181,5,-11.637,7.503,20.9066371426026,-38.7587951368706,-15.8139826018696
19192.439,-0.042,1.009,0.181,5,-11.637,7.503,19.1514098759506,-37.1951973657717,-15.5794644440068
19237.768,-0.042,0.988,0.149,14.555,-2.283,1.579,19.1514098759506,-37.1951973657717,-15.5794644440068
19291.724,-0.042,0.988,0.149,14.555,-2.283,1.579,19.8577162254977,-37.3182477201714,-14.3287009354051
19316.555,-0.047,0.977,0.131,14.73,0.319,0.691,19.8577162254977,-37.3182477201714,-14.3287009354051
19388.957,-0.047,0.977,0.131,14.73,0.319,0.691,19.1573499565591,-36.9583244728455,-13.8596646196795
19397.394,-0.032,0.988,0.088,7.393,0.363,1.216,19.1573499565591,-36.9583244728455,-13.8596646196795
19475.938,-0.042,0.993,0.129,2.17,-0.87,1.028,19.1573499565591,-36.9583244728455,-13.8596646196795
19488.882,-0.042,0.993,0.129,2.17,-0.87,1.028,20.5564556196082,-37.31653886538,-15.1104281282812
19556.768,-0.039,0.984,0.111,-0.525,1.596,-0.437,20.5564556196082,-37.31653886538,-15.1104281282812
19588.165,-0.039,0.984,0.111,-0.525,1.596,-0.437,20.5609707075567,-37.9203413102766,-14.0941827775423
19635.557,-0.038,0.988,0.08,7.459,-0.293,0.721,20.5609707075567,-37.9203413102766,-14.0941827775423
19687.454,-0.038,0.988,0.08,7.459,-0.293,0.721,19.505905679042,-37.1974188770004,-14.5632190932679
19714.341,-0.038,0.997,0.076,2.773,-0.581,0.739,19.505905679042,-37.1974188770004,-14.5632190932679
19784.686,-0.038,0.997,0.076,2.773,-0.581,0.739,18.8062715574918,-36.9581535873663,-13.9378373389671
19795.164,-0.041,0.995,0.092,0.564,-2.598,0.319,18.8062715574918,-36.9581535873663,-13.9378373389671
19873.718,-0.041,0.985,0.126,-7.936,-0.721,0.293,18.8062715574918,-36.9581535873663,-13.9378373389671
19884.613,-0.041,0.985,0.126,-7.936,-0.721,0.293,20.3215359018517,-36.9552485342211,-15.2667735668564
19952.504,-0.041,0.985,0.126,-25.781,2.069,-0.8,20.3215359018517,-36.9552485342211,-15.2667735668564
19954.879,-0.037,0.985,0.134,-25.781,2.069,-0.8,20.3215359018517,-36.9552485342211,-15.2667735668564
19983.909,-0.037,0.985,0.134,-25.781,2.069,-0.8,19.6149436943193,-37.6735570595606,-16.9084006718961
20033.347,-0.026,0.992,0.114,-32.921,-4.904,-2.821,19.6149436943193,-37.6735570595606,-16.9084006718961
20083.196,-0.026,0.992,0.114,-32.921,-4.904,-2.821,20.198339456008,-36.9514890536801,-16.9865733911837
20112.129,-0.046,0.96,0.308,-30.773,-17.018,-0.997,20.198339456008,-36.9514890536801,-16.9865733911837
20180.423,-0.046,0.96,0.308,-30.773,-17.018,-0.997,19.9573967561425,-38.0292081699082,-19.3317549698118
20192.951,-0.036,0.947,0.275,-38.246,5.166,1.841,19.9573967561425,-38.0292081699082,-19.3317549698118
20271.511,-0.033,0.955,0.286,-41.225,4.309,1.439,19.9573967561425,-38.0292081699082,-19.3317549698118
20280.354,-0.033,0.955,0.286,-41.225,4.309,1.439,19.1333463012067,-37.3045768818407,-20.5825184784135
20350.296,-0.037,0.964,0.351,-20.168,-2.835,2.677,19.1333463012067,-37.3045768818407,-20.5825184784135
20379.642,-0.037,0.964,0.351,-20.168,-2.835,2.677,18.900338241947,-37.3050895382781,-20.3480003205507
20431.129,-0.045,0.911,0.396,-5.009,0.245,0.293,18.900338241947,-37.3050895382781,-20.3480003205507
20476.872,-0.045,0.911,0.396,-5.009,0.245,0.293,19.5994835490271,-38.0249360329298,-21.286072952002
20509.909,-0.038,0.91,0.373,-9.051,3.714,0.866,19.5994835490271,-38.0249360329298,-21.286072952002
20576.159,-0.038,0.91,0.373,-9.051,3.714,0.866,20.178404599201,-36.9395270701408,-22.458663741316
20588.687,-0.038,0.91,0.373,-11.431,1.933,0.791,20.178404599201,-36.9395270701408,-22.458663741316
20591.062,-0.035,0.926,0.375,-11.431,1.933,0.791,20.178404599201,-36.9395270701408,-22.458663741316
20669.304,-0.036,0.922,0.404,-12.74,0.848,0.713,20.178404599201,-36.9395270701408,-22.458663741316
20676.098,-0.036,0.922,0.404,-12.74,0.848,0.713,20.9955394932213,-37.1791341307331,-22.9277000570416
20748.084,-0.036,0.897,0.421,-16.191,-0.49,-0.59,20.9955394932213,-37.1791341307331,-22.9277000570416
20775.378,-0.036,0.897,0.421,-16.191,-0.49,-0.59,19.1251694019992,-36.9390144137034,-22.6931818991788
20828.919,-0.039,0.891,0.453,-16.24,-2.506,-0.319,19.1251694019992,-36.9390144137034,-22.6931818991788
20872.618,-0.039,0.891,0.453,-16.24,-2.506,-0.319,19.9373407700345,-37.2958617224049,-24.5693271620814
20907.699,-0.028,0.901,0.473,-26.04,-0.148,0.993,19.9373407700345,-37.2958617224049,-24.5693271620814
20971.907,-0.028,0.901,0.473,-26.04,-0.148,0.993,18.5329464208982,-36.8142552045123,-24.7256726006566
20986.484,-0.04,0.853,0.515,-19.145,3.246,0.761,18.5329464208982,-36.8142552045123,-24.7256726006566
21067.086,-0.04,0.824,0.553,-21.52,2.821,1.592,18.5329464208982,-36.8142552045123,-24.7256726006566
21071.829,-0.04,0.824,0.553,-21.52,2.821,1.592,19.1103617255449,-36.08859860357,-26.4454724249839
21145.868,-0.035,0.878,0.508,-23.594,5.534,3.819,19.1103617255449,-36.08859860357,-26.4454724249839
21171.115,-0.035,0.878,0.508,-23.594,5.534,3.819,20.2758515341966,-34.5234628631589,-26.9145087407095
21226.709,-0.041,0.878,0.537,-21.853,2.668,0.481,20.2758515341966,-34.5234628631589,-26.9145087407095
21268.357,-0.041,0.878,0.537,-21.853,2.668,0.481,20.2751990653587,-35.7252576466615,-27.5398904950103
21305.485,-0.041,0.713,0.67,-18.033,-7.07,-5.731,20.2751990653587,-35.7252576466615,-27.5398904950103
21367.637,-0.041,0.713,0.67,-18.033,-7.07,-5.731,19.5662499842429,-34.2782165817552,-29.0251721614748
21384.266,-0.032,0.812,0.59,-33.534,1.47,3.758,19.5662499842429,-34.2782165817552,-29.0251721614748
21464.871,-0.039,0.747,0.701,-24.574,2.572,3.276,19.5662499842429,-34.2782165817552,-29.0251721614748
21467.565,-0.039,0.747,0.701,-24.574,2.572,3.276,19.7938078516809,-33.1924658480079,-30.3541083893641
21543.662,-0.048,0.691,0.721,-27.982,9.765,4.738,19.7938078516809,-33.1924658480079,-30.3541083893641
21564.807,-0.048,0.691,0.721,-27.982,9.765,4.738,20.1391916516914,-32.3476892586859,-31.5266991786782
21622.437,-0.038,0.755,0.65,-29.483,7.052,2.957,20.1391916516914,-32.3476892586859,-31.5266991786782
21664.09,-0.038,0.755,0.65,-29.483,7.052,2.957,20.251199707273,-32.7053909947831,-33.0119808451427
21703.269,-0.039,0.697,0.752,-20.247,-3.473,-0.14,20.251199707273,-32.7053909947831,-33.0119808451427
21763.375,-0.039,0.697,0.752,-20.247,-3.473,-0.14,20.249696110379,-31.382083826193,-32.9338081258551
21782.055,-0.045,0.615,0.797,-21.966,-0.546,-1.163,20.249696110379,-31.382083826193,-32.9338081258551
21860.614,-0.045,0.615,0.797,-50.448,9.821,8.308,20.249696110379,-31.382083826193,-32.9338081258551
21862.989,-0.043,0.615,0.81,-50.448,9.821,8.308,19.7682666689009,-26.9257710091146,-35.0444715466204
21941.445,-0.053,0.538,0.848,-62.785,14.651,12.324,19.7682666689009,-26.9257710091146,-35.0444715466204
21960.538,-0.053,0.538,0.848,-62.785,14.651,12.324,19.0534211065603,-23.4314750294673,-37.3896531252485
22020.218,-0.063,0.522,0.858,-58.931,8.535,8.999,19.0534211065603,-23.4314750294673,-37.3896531252485
22059.822,-0.063,0.522,0.858,-58.931,8.535,8.999,19.7499651328219,-22.2262625363821,-38.3277257566998
22101.052,-0.058,0.394,0.927,-37.454,0.476,-0.14,19.7499651328219,-22.2262625363821,-38.3277257566998
22159.11,-0.058,0.394,0.927,-37.454,0.476,-0.14,20.2122004594147,-20.0590332058658,-39.0312802302882
22179.837,-0.067,0.401,0.931,-36.01,1.391,1.491,20.2122004594147,-20.0590332058658,-39.0312802302882
22258.394,-0.068,0.335,0.95,-19.105,0.38,-2.957,18.3355651274817,-19.8151540082951,-40.5165618967527
22339.224,-0.057,0.289,0.954,-32.965,-3.775,-0.437,18.3355651274817,-19.8151540082951,-40.5165618967527
22356.268,-0.057,0.289,0.954,-32.965,-3.775,-0.437,20.5516484760833,-16.0850104485965,-40.6729073353279
22418.004,-0.05,0.271,0.947,-46.768,-14.953,-1.071,20.5516484760833,-16.0850104485965,-40.6729073353279
22455.56,-0.05,0.271,0.947,-46.768,-14.953,-1.071,20.8962608265884,-14.0375846483763,-41.6109799667792
22496.788,-0.004,0.174,1.044,-49.393,-18.55,-2.598,20.8962608265884,-14.0375846483763,-41.6109799667792
22554.843,-0.004,0.174,1.044,-49.393,-18.55,-2.598,20.0755895478764,-11.3914829676336,-41.2201163703412
22577.621,-0.012,0.157,0.984,-20.072,3.517,2.835,20.0755895478764,-11.3914829676336,-41.2201163703412
22654.127,-0.012,0.157,0.984,-20.072,3.517,2.835,20.8949219583789,-11.151534136083,-40.9074254931907
22656.402,-0.023,0.136,0.998,-12.145,0.468,1.347,20.8949219583789,-11.151534136083,-40.9074254931907
22737.005,-0.02,0.112,1.028,-16.296,-2.043,0.643,20.8949219583789,-11.151534136083,-40.9074254931907
22752.008,-0.02,0.112,1.028,-16.296,-2.043,0.643,20.423170864369,-10.0671504861688,-41.6109799667792
22815.786,-0.015,0.094,1.012,-15.767,-1.754,1.286,20.423170864369,-10.0671504861688,-41.6109799667792
22851.289,-0.015,0.094,1.012,-15.767,-1.754,1.286,20.5404293782375,-8.62472332919909,-40.9855982124784
22894.568,-0.006,0.07,1.01,-16.156,-2.476,2.331,20.5404293782375,-8.62472332919909,-40.9855982124784
22950.576,-0.006,0.07,1.01,-16.156,-2.476,2.331,19.8370516182443,-8.98430480556671,-41.6109799667792
22975.405,-0.012,0.052,1.011,-11.921,-0.726,2.699,19.8370516182443,-8.98430480556671,-41.6109799667792
23047.811,-0.012,0.052,1.011,-11.921,-0.726,2.699,20.5390883613947,-7.42173234734261,-40.9074254931907
23054.19,-0.013,0.027,1.008,-8.662,-1.33,1.916,20.5390883613947,-7.42173234734261,-40.9074254931907
23132.735,-0.009,0.039,1.009,-12.945,-2.056,3.198,20.5390883613947,-7.42173234734261,-40.9074254931907
23147.73,-0.009,0.039,1.009,-12.945,-2.056,3.198,21.2398212411859,-7.4212196909052,-41.1419436510536
23213.564,-0.004,0.013,1.02,-6.505,-2.073,0.507,21.2398212411859,-7.4212196909052,-41.1419436510536
23247.011,-0.004,0.013,1.02,-6.505,-2.073,0.507,21.5874429341121,-6.33734869742835,-41.6109799667792
23292.35,-0.001,0.007,1.018,-5.766,-1.491,1.045,21.5874429341121,-6.33734869742835,-41.6109799667792
23344.25,-0.001,0.007,1.018,-5.766,-1.491,1.045,20.5358367603717,-5.01540861267137,-40.9074254931907
23371.137,0.001,0.002,1.019,-4.445,-1.15,0.428,20.5358367603717,-5.01540861267137,-40.9074254931907
23443.532,0.001,0.002,1.019,-4.445,-1.15,0.428,21.1189455897585,-5.97622925174853,-41.6891526860668
23451.96,0.004,-0.005,1.005,-4.427,-1.233,0.004,21.1189455897585,-5.97622925174853,-41.6891526860668
23530.51,0.009,-0.022,1.031,-6.383,-3.373,-0.319,21.1189455897585,-5.97622925174853,-41.6891526860668
23543.453,0.009,-0.022,1.031,-6.383,-3.373,-0.319,21.4674630844411,-4.29180263747867,-41.6891526860668
23611.34,0.009,-0.017,1.022,-2.625,-0.905,0.428,21.4674630844411,-4.29180263747867,-41.6891526860668
23642.735,0.009,-0.017,1.022,-2.625,-0.905,0.428,21.4696595266066,-4.65377651055415,-41.2201163703412
23690.121,0.008,-0.024,1.007,-1.168,0.113,0.389,21.4696595266066,-4.65377651055415,-41.2201163703412
23739.967,0.008,-0.024,1.007,-1.168,0.113,0.389,21.1156918401023,-5.25296504751409,-42.3145344403676
23768.906,0.008,-0.017,1.019,-0.8,-0.787,0.42,21.1156918401023,-5.25296504751409,-42.3145344403676
23839.257,0.008,-0.017,1.019,-0.8,-0.787,0.42,21.4700239888258,-5.97640013722766,-41.6109799667792
23849.733,0.011,-0.032,1.019,0.091,0.28,0.275,21.4700239888258,-5.97640013722766,-41.6109799667792
23928.287,0.007,-0.019,1.024,-0.03,0.24,0.883,21.4700239888258,-5.97640013722766,-41.6109799667792
23939.181,0.007,-0.019,1.024,-0.03,0.24,0.883,21.8208994314083,-5.61579334798524,-41.454634528204
24007.071,0.007,-0.019,1.024,2.034,1.645,0.411,21.8208994314083,-5.61579334798524,-41.454634528204
24009.446,0.004,-0.025,1.011,2.034,1.645,0.411,21.8208994314083,-5.61579334798524,-41.454634528204
24036.423,0.004,-0.025,1.011,2.034,1.645,0.411,21.8187029892429,-5.25381947490976,-41.9236708439296
24087.914,0.002,-0.019,1.011,3.023,1.413,0.656,21.8187029892429,-5.25381947490976,-41.9236708439296
24135.713,0.002,-0.019,1.011,3.023,1.413,0.656,21.8196380931161,-5.73525510732314,-41.845498124642
24166.698,0.003,-0.01,1.039,2.143,0.126,0.997,21.8196380931161,-5.73525510732314,-41.845498124642
24234.999,0.003,-0.01,1.039,2.143,0.126,0.997,20.8854912410957,-5.01472507075484,-41.2201163703412
24247.526,0.001,-0.01,1.008,2.817,2.209,0.805,20.8854912410957,-5.01472507075484,-41.2201163703412
24326.078,0,-0.012,1.013,0.844,0.529,0.258,20.8854912410957,-5.01472507075484,-41.2201163703412
24334.921,0,-0.012,1.013,0.844,0.529,0.258,21.8164661706438,-4.65138411384628,-42.3145344403676
24404.863,0.003,-0.015,1.02,-0.993,-0.901,-0.126,21.8164661706438,-4.65138411384628,-42.3145344403676
24432.16,0.003,-0.015,1.02,-0.993,-0.901,-0.126,20.5346561749468,-5.61579334798524,-41.454634528204
24485.699,0,-0.014,1.011,1.995,0.236,0.083,20.5346561749468,-5.61579334798524,-41.454634528204
24531.446,0,-0.014,1.011,1.995,0.236,0.083,21.4685182432986,-6.33615249907441,-42.1581890017924
24564.472,0.006,-0.029,1.009,5.298,-0.704,2.708,21.4685182432986,-6.33615249907441,-42.1581890017924
24630.722,0.006,-0.029,1.009,5.298,-0.704,2.708,22.1738065874719,-7.17990377552155,-41.454634528204
24643.25,0.004,0.02,1.031,11.541,-1.255,11.322,22.1738065874719,-7.17990377552155,-41.454634528204
24723.86,-0.002,0.052,1.018,0.573,2.458,7.94,22.1738065874719,-7.17990377552155,-41.454634528204
24728.604,-0.002,0.052,1.018,0.573,2.458,7.94,21.821467924429,-6.45766488416191,-41.6109799667792
24802.643,-0.025,0.038,0.99,7.538,3.294,-0.958,21.821467924429,-6.45766488416191,-41.6109799667792
24827.886,-0.025,0.038,0.99,7.538,3.294,-0.958,21.2404715613905,-7.90248443783945,-41.1419436510536
24883.474,-0.023,0.043,1.041,8.155,-2.476,-2.935,21.2404715613905,-7.90248443783945,-41.1419436510536
24927.168,-0.023,0.043,1.041,8.155,-2.476,-2.935,20.5360364939065,-7.90077558304812,-41.9236708439296
24962.25,0.017,0.05,0.979,4.178,-2.83,-1.833,20.5360364939065,-7.90077558304812,-41.9236708439296
25026.457,0.017,0.05,0.979,4.178,-2.83,-1.833,21.4704288274787,-7.53948525188917,-42.0800162825048
25041.032,0.055,0.015,1.05,5.057,-4.733,-3.171,21.4704288274787,-7.53948525188917,-42.0800162825048
25121.635,0.028,-0.009,1.046,7.253,2.677,-1.631,21.4704288274787,-7.53948525188917,-42.0800162825048
25124.328,0.028,-0.009,1.046,7.253,2.677,-1.631,20.7705088479432,-8.14157884199437,-41.845498124642
25200.421,-0.01,0.037,1.043,6.483,6.825,5.315,20.7705088479432,-8.14157884199437,-41.845498124642
25223.616,-0.01,0.037,1.043,6.483,6.825,5.315,21.1226860052516,-7.90197178140205,-41.3764618089164
25279.199,-0.026,0.087,1.023,4.615,8.798,7.38,21.1226860052516,-7.90197178140205,-41.3764618089164
25322.898,-0.026,0.087,1.023,4.615,8.798,7.38,20.8898394517264,-8.86433038979141,-41.454634528204
25360.025,-0.05,0.05,0.962,-0.048,8.268,0.905,20.8898394517264,-8.86433038979141,-41.454634528204
25422.178,-0.05,0.05,0.962,-0.048,8.268,0.905,20.8881722004646,-8.26223679968621,-41.6891526860668
25438.807,-0.039,0.069,1.004,-0.083,1.36,-0.726,20.8881722004646,-8.26223679968621,-41.6891526860668
25519.417,-0.018,0.081,1.017,-3.263,0.266,-0.866,20.0708747263931,-7.90231355236032,-41.2201163703412
25598.19,-0.032,0.075,0.995,-5.726,1.85,-3.36,20.0708747263931,-7.90231355236032,-41.2201163703412
25619.335,-0.032,0.075,0.995,-5.726,1.85,-3.36,20.7694908425694,-8.86227976404181,-42.3927071596552
25676.967,-0.031,0.05,1.014,-6.868,-0.42,-10.828,20.7694908425694,-8.86227976404181,-42.3927071596552
25718.62,-0.031,0.05,1.014,-6.868,-0.42,-10.828,19.1313169846679,-7.17853669168848,-42.0800162825048
25757.8,-0.027,0.004,1.006,-11.064,0.428,-13.081,19.1313169846679,-7.17853669168848,-42.0800162825048
25817.908,-0.027,0.004,1.006,-11.064,0.428,-13.081,20.5350195628494,-7.77994673987715,-42.1581890017924
25836.585,-0.04,0.042,1.023,-5.197,-0.612,-6.081,20.5350195628494,-7.77994673987715,-42.1581890017924
25915.138,-0.017,0.018,1.032,-4.847,-1.977,-14.756,18.4306244813103,-7.41951083611387,-41.9236708439296
25995.966,-0.027,0.025,1.006,0.927,1.063,-22.15,18.4306244813103,-7.41951083611387,-41.9236708439296
26015.061,-0.027,0.025,1.006,0.927,1.063,-22.15,18.6686342943553,-9.2252789499921,-41.454634528204
26074.738,-0.014,-0.002,1.034,3.701,-4.414,-32.497,18.6686342943553,-9.2252789499921,-41.454634528204
26114.342,-0.014,-0.002,1.034,3.701,-4.414,-32.497,19.4862983792794,-9.2247662935547,-41.6891526860668
26153.52,-0.028,0.033,0.985,0.568,-7.341,-33.613,19.4862983792794,-9.2247662935547,-41.6891526860668
26213.626,-0.028,0.033,0.985,0.568,-7.341,-33.613,19.370992974658,-10.4279281608903,-41.6891526860668
26234.354,-0.019,0.055,1.025,-10.591,-13.12,-33.341,19.370992974658,-10.4279281608903,-41.6891526860668
26310.863,-0.019,0.055,1.025,-10.591,-13.12,-33.341,18.4358281172637,-10.4280990463694,-41.6109799667792
26313.139,0.015,-0.004,1.025,-0.936,-7.857,-40.044,18.4358281172637,-10.4280990463694,-41.6109799667792
26393.735,0.028,0.001,1.026,-1.251,-3.854,-49.603,18.4358281172637,-10.4280990463694,-41.6109799667792
26410.786,0.028,0.001,1.026,-1.251,-3.854,-49.603,19.0221481712398,-13.5547819321299,-42.3145344403676
26472.517,-0.007,0.093,1.012,21.424,-0.59,-49.84,19.0221481712398,-13.5547819321299,-42.3145344403676
26510.071,-0.007,0.093,1.012,21.424,-0.59,-49.84,16.5671624307869,-13.5551237030881,-42.1581890017924
26551.302,0.043,0.015,1.014,-6.02,-8.592,-60.108,16.5671624307869,-13.5551237030881,-42.1581890017924
26609.359,0.043,0.015,1.014,-6.02,-8.592,-60.108,17.387428870846,-14.6381402691693,-42.0800162825048
26632.137,0.028,0.04,1.004,-12.573,-7.761,-60.72,17.387428870846,-14.6381402691693,-42.0800162825048
26706.591,0.028,0.04,1.004,-12.573,-7.761,-60.72,14.2280069885925,-15.4783029505546,-43.0180889139561
26710.917,0.059,-0.045,1.047,-15.881,-1.824,-62.65,14.2280069885925,-15.4783029505546,-43.0180889139561
26789.467,0.034,-0.024,1.07,2.817,11.125,-49.494,14.2280069885925,-15.4783029505546,-43.0180889139561
26806.52,0.034,-0.024,1.07,2.817,11.125,-49.494,13.528941360063,-16.0809091970973,-42.5490525982304
26870.304,0.012,-0.018,0.964,4.186,15.242,-46.383,13.528941360063,-16.0809091970973,-42.5490525982304
26905.807,0.012,-0.018,0.964,4.186,15.242,-46.383,11.0735890087575,-16.4416868718188,-42.627225317518
26949.086,0,-0.015,1.019,-4.528,5.81,-41.606,11.0735890087575,-16.4416868718188,-42.627225317518
27005.08,0,-0.015,1.019,-4.528,5.81,-41.606,9.66634467430113,-17.6414310295718,-44.1906797032701
27027.86,-0.015,0,1.034,0.297,7.735,-40.871,9.66634467430113,-17.6414310295718,-44.1906797032701
27102.312,-0.015,0,1.034,0.297,7.735,-40.871,7.21392198686627,-17.6433107698422,-43.3307797911065
27108.696,-0.021,-0.004,1.014,6.536,10.416,-43.859,7.21392198686627,-17.6433107698422,-43.3307797911065
27187.248,-0.045,0,0.96,3.57,5.678,-39.09,7.21392198686627,-17.6433107698422,-43.3307797911065
27202.244,-0.045,0,0.96,3.57,5.678,-39.09,6.04412004675082,-18.9654217400783,-43.9561615454073
27268.081,-0.043,-0.024,1.019,3.408,-2.594,-36.321,6.04412004675082,-18.9654217400783,-43.9561615454073
27301.525,-0.043,-0.024,1.019,3.408,-2.594,-36.321,6.04375343589825,-19.3258576438416,-44.1906797032701
27346.865,-0.04,0.001,1.013,4.361,-1.268,-31.653,6.04375343589825,-19.3258576438416,-44.1906797032701
27400.816,-0.04,0.001,1.013,4.361,-1.268,-31.653,4.76169903296621,-20.5305574804894,-43.4871252296817
27425.654,-0.029,0.017,1.001,-1.225,-5.971,-28.358,4.76169903296621,-20.5305574804894,-43.4871252296817
27498.053,-0.029,0.017,1.001,-1.225,-5.971,-28.358,4.99007194929324,-18.3633281499731,-44.1906797032701
27506.478,-0.02,-0.006,1.05,-12.477,-12.215,-28.196,4.99007194929324,-18.3633281499731,-44.1906797032701
27585.031,-0.012,-0.023,1.012,-13.142,-9.183,-27.23,4.99007194929324,-18.3633281499731,-44.1906797032701
27597.974,-0.012,-0.023,1.012,-13.142,-9.183,-27.23,4.28901283508309,-18.9647381981618,-44.2688524225577
27663.815,-0.012,-0.023,1.012,-1.386,-7.406,-24.154,4.28901283508309,-18.9647381981618,-44.2688524225577
27666.19,0.014,-0.075,1.016,-1.386,-7.406,-24.154,4.28901283508309,-18.9647381981618,-44.2688524225577
27697.268,0.014,-0.075,1.016,-1.386,-7.406,-24.154,3.35197884425894,-17.1605080535958,-44.0343342646949
27744.659,0.02,-0.044,1.025,-6.514,-4.519,-24.832,3.35197884425894,-17.1605080535958,-44.0343342646949
27796.559,0.02,-0.044,1.025,-6.514,-4.519,-24.832,3.0009811980589,-17.6412601440926,-44.2688524225577
27823.446,0.028,-0.054,1.003,0.651,1.413,-23.533,3.0009811980589,-17.6412601440926,-44.2688524225577
27893.793,0.028,-0.054,1.003,0.651,1.413,-23.533,2.6489666208017,-18.0011833914185,-44.7378887382834
27902.219,0.028,-0.054,1.003,3.885,-0.901,-17.351,2.6489666208017,-18.0011833914185,-44.7378887382834
27904.594,0.015,-0.036,1.002,3.885,-0.901,-17.351,2.6489666208017,-18.0011833914185,-44.7378887382834
27982.831,0.02,-0.036,1.026,1.172,-2.887,-16.196,2.6489666208017,-18.0011833914185,-44.7378887382834
27993.726,0.02,-0.036,1.026,1.172,-2.887,-16.196,1.94904664126624,-18.6032769815237,-44.5033705804206
28061.616,0.013,-0.062,1.051,-1.903,-0.17,-15.995,1.94904664126624,-18.6032769815237,-44.5033705804206
28093.013,0.013,-0.062,1.051,-1.903,-0.17,-15.995,1.12503871139745,-16.4360476510074,-45.206925054009
28142.447,0.011,-0.028,1.011,-8.063,-2.126,-7.752,1.12503871139745,-16.4360476510074,-45.206925054009
28192.297,0.011,-0.028,1.011,-8.063,-2.126,-7.752,1.94766417367316,-18.0013542768976,-44.6597160189958
28221.225,0.033,-0.046,0.988,0.765,-2.935,-8.321,1.94766417367316,-18.0013542768976,-44.6597160189958
28289.53,0.033,-0.046,0.988,0.765,-2.935,-8.321,3.35299362668279,-18.9643964272035,-44.425197861133
28300.007,0.039,-0.047,1.027,3.762,-6.015,-6.168,3.35299362668279,-18.9643964272035,-44.425197861133
28380.618,0.046,-0.051,1.03,4.558,-3.583,-4.248,3.35299362668279,-18.9643964272035,-44.425197861133
28389.461,0.046,-0.051,1.03,4.558,-3.583,-4.248,2.18030562208031,-18.3612775242235,-45.1287523347214
28459.398,0.035,-0.028,1.019,4.313,2.716,-1.583,2.18030562208031,-18.3612775242235,-45.1287523347214
28488.747,0.035,-0.028,1.019,4.313,2.716,-1.583,1.59532336199701,-18.9621749159748,-45.4414432118718
28538.184,0.035,-0.028,1.019,4.725,4.738,-1.815,1.59532336199701,-18.9621749159748,-45.4414432118718
28540.56,0.026,-0.019,1.023,4.725,4.738,-1.815,1.59532336199701,-18.9621749159748,-45.4414432118718
28585.988,0.026,-0.019,1.023,4.725,4.738,-1.815,1.47957274228911,-18.3617901806609,-44.8942341768586
28619.017,0.023,-0.033,1.01,0.848,1.43,-0.551,1.47957274228911,-18.3617901806609,-44.8942341768586
28685.272,0.023,-0.033,1.01,0.848,1.43,-0.551,2.30069460767086,-18.6037896379611,-44.2688524225577
28697.799,0.043,-0.061,1.017,-0.459,0.56,3.613,2.30069460767086,-18.6037896379611,-44.2688524225577
28778.409,0.027,-0.028,1.015,-0.07,-1.264,13.216,2.30069460767086,-18.6037896379611,-44.2688524225577
28785.203,0.027,-0.028,1.015,-0.07,-1.264,13.216,3.35388942843909,-18.3638408064105,-43.9561615454073
28857.189,0.025,-0.028,0.989,2.555,-0.105,16.563,3.35388942843909,-18.3638408064105,-43.9561615454073
28884.483,0.025,-0.028,0.989,2.555,-0.105,16.563,3.23565650858038,-18.2428410777604,-44.2688524225577
28935.973,0.025,-0.062,1.021,4.313,-1.338,17.819,3.23565650858038,-18.2428410777604,-44.2688524225577
28981.718,0.025,-0.062,1.021,4.313,-1.338,17.819,4.99104742960013,-19.0852252703745,-44.1906797032701
29016.798,0.039,0.028,1.027,7.756,0.345,36.75,4.99104742960013,-19.0852252703745,-44.1906797032701
29081.005,0.039,0.028,1.027,7.756,0.345,36.75,5.3423691615858,-19.6866353185632,-44.2688524225577
29095.582,0.037,-0.024,0.966,2.73,3.806,31.045,5.3423691615858,-19.6866353185632,-44.2688524225577
29174.134,0.029,-0.018,1.053,7.008,-6.545,27.203,5.3423691615858,-19.6866353185632,-44.2688524225577
29180.927,0.029,-0.018,1.053,7.008,-6.545,27.203,6.39454705129685,-19.3258576438416,-44.1906797032701
29254.967,0.031,0.014,1.038,4.493,-2.813,26.048,6.39454705129685,-19.3258576438416,-44.1906797032701
