#Format version: 1.0
time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,
32830918,-47,-61,1004,-848,765,-1688,-24,255,-304,,,,0x058,,,,,,,,,,,,,,,,,,
32839763,-47,-61,1004,-848,765,-1688,-21,265,-301,,,,0x020,,,,,,,,,,,,,,,,,,
32909704,-40,-45,1004,-161,-83,-940,-21,265,-301,,,,0x058,,,,,,,,,,,,,,,,,,
32937001,-40,-45,1004,-161,-83,-940,-28,262,-297,,,,0x020,,,,,,,,,,,,,,,,,,
32990528,-33,-63,1032,-393,-634,-1710,-28,262,-297,,,,0x018,,,,,,,,,,,,,,,,,,
33036279,-33,-63,1032,-393,-634,-1710,-27,258,-301,,,,0x060,,,,,,,,,,,,,,,,,,
33069310,-41,-55,1015,-577,551,-958,-27,258,-301,,,,0x018,,,,,,,,,,,,,,,,,,
33135567,-41,-55,1015,-577,551,-958,-24,265,-303,,,,0x060,,,,,,,,,,,,,,,,,,
33148095,-38,-70,1020,-1085,603,-1207,-24,265,-303,,,,0x018,,,,,,,,,,,,,,,,,,
33228703,-37,-60,1020,-455,813,-708,-24,265,-303,,,,0x058,,,,,,,,,,,,,,,,,,
