,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw
0,8267.488,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.037327144640078934,0.01001001080248333,0.006435778931780881
1,8313.232,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.07572409030109238,0.02100223769077833,0.01284278756369389
2,8346.271,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.11309434100077241,0.054674850891174465,0.034892950771528757
3,8412.517,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.15144445737696047,0.08923873213843687,0.056931549782631846
4,8425.046,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.16835748471157785,0.13990098975229964,0.06573767502868003
5,8505.658,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.1696792578342295,0.16631435831997798,0.08131802488306154
6,8510.401,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.17190504818866398,0.19351560179732802,0.09687859339342543
7,8584.438,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.20155815401999652,0.24668853097855062,0.08567675197042281
8,8609.682,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.23203693853999288,0.3005229500205006,0.07450002278235181
9,8663.22,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.30134550993292064,0.393533048207756,0.10101545986972017
10,8708.967,0.345223031026253,0.345223031026253,0.36484303102625304,0.008040386130458366,0.008040386130458366,0.007429520892260351,21.9392534805679,22.5242346663346,22.5242346663346,0.3713358070469112,0.48700361702040584,0.12764464052755709
