,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
0,536324.484,0.0251909307875895,-0.023868735083532214,0.9975847255369925,0.053680190930787686,0.09351312649164678,-0.31716945107398564,1.30338186305695,11.6965162908445,-45.9579548908422
1,536347.679,0.0251909307875895,-0.023868735083532214,0.9975847255369925,0.053680190930787686,0.09351312649164678,-0.31716945107398564,1.12518279567348,10.4140071010152,-44.860535000716
2,536403.261,0.0281909307875895,-0.02686873508353221,1.0075847255369925,0.15868019093078767,0.07151312649164678,-0.43116945107398563,1.12518279567348,10.4140071010152,-44.860535000716
3,536446.967,0.0281909307875895,-0.02686873508353221,1.0075847255369925,0.15868019093078767,0.07151312649164678,-0.43116945107398563,1.43240823127297,9.76659673771358,-47.4211814110104
4,536484.097,0.0241909307875895,-0.03286873508353222,0.9905847255369924,0.27668019093078766,0.7715131264916468,-0.4791694510739857,1.43240823127297,9.76659673771358,-47.4211814110104
5,536544.207,0.0241909307875895,-0.03286873508353222,0.9905847255369924,0.27668019093078766,0.7715131264916468,-0.4791694510739857,0.940616929396069,11.0515199543613,-47.2992458676631
6,536562.886,0.0261909307875895,-0.03486873508353221,0.9835847255369925,-0.17431980906921232,0.33051312649164677,-0.04616945107398565,0.940616929396069,11.0515199543613,-47.2992458676631
7,536641.444,0.0261909307875895,-0.03486873508353221,0.9835847255369925,-0.5053198090692124,-0.9374868735083531,1.0518305489260142,0.940616929396069,11.0515199543613,-47.2992458676631
8,536643.819,0.0211909307875895,-0.022868735083532214,1.0055847255369925,-0.5053198090692124,-0.9374868735083531,1.0518305489260142,1.49961855629451,8.05248063901649,-48.0308591277472
9,536722.267,0.0231909307875895,-0.014868735083532213,0.9985847255369924,-0.4533198090692123,-0.3954868735083532,0.9948305489260144,1.49961855629451,8.05248063901649,-48.0308591277472
10,536743.414,0.0231909307875895,-0.014868735083532213,0.9985847255369924,-0.4533198090692123,-0.3954868735083532,0.9948305489260144,1.12544101908013,10.4111102688331,-46.3237615208842
11,536801.045,0.022190930787589498,-0.01986873508353221,1.0055847255369925,-0.02531980906921233,-0.3474868735083532,-0.14716945107398566,1.12544101908013,10.4111102688331,-46.3237615208842
12,536842.699,0.022190930787589498,-0.01986873508353221,1.0055847255369925,-0.02531980906921233,-0.3474868735083532,-0.14716945107398566,1.07167231656878,8.48263913179318,-47.0553747809684
13,536881.876,0.0251909307875895,-0.03286873508353222,1.0005847255369924,0.3026801909307877,0.5265131264916468,-0.9071694510739856,1.07167231656878,8.48263913179318,-47.0553747809684
14,536939.93,0.0251909307875895,-0.03286873508353222,1.0005847255369924,0.3026801909307877,0.5265131264916468,-0.9071694510739856,1.49323232842933,9.7673209457591,-47.0553747809684
15,536960.659,0.0261909307875895,-0.03386873508353222,0.9975847255369925,0.4296801909307877,0.8685131264916468,-0.3741694510739857,1.49323232842933,9.7673209457591,-47.0553747809684
16,537039.218,0.0261909307875895,-0.03386873508353222,0.9975847255369925,0.4296801909307877,0.8685131264916468,-0.3741694510739857,0.762568492333141,9.7673209457591,-47.0553747809684
17,537041.493,0.0241909307875895,-0.025868735083532216,0.9885847255369924,0.22368019093078773,0.7195131264916468,0.22883054892601432,0.762568492333141,9.7673209457591,-47.0553747809684
18,537120.039,0.0241909307875895,-0.023868735083532214,0.9955847255369925,0.3466801909307877,-0.20248687350835323,0.21983054892601436,0.762568492333141,9.7673209457591,-47.0553747809684
19,537139.142,0.0241909307875895,-0.023868735083532214,0.9955847255369925,0.3466801909307877,-0.20248687350835323,0.21983054892601436,1.13163357939032,8.69844258622705,-46.2018259775369
20,537198.82,0.0231909307875895,-0.02686873508353221,1.0105847255369924,0.3076801909307877,-0.37748687350835325,-0.0031694510739856685,1.13163357939032,8.69844258622705,-46.2018259775369
21,537238.425,0.0231909307875895,-0.02686873508353221,1.0105847255369924,0.3076801909307877,-0.37748687350835325,-0.0031694510739856685,1.43620595613372,8.69699417013601,-46.933439237621
22,537279.656,0.019190930787589502,-0.018868735083532217,0.9935847255369925,1.0336801909307878,0.9555131264916468,0.21583054892601436,1.43620595613372,8.69699417013601,-46.933439237621
23,537335.663,0.019190930787589502,-0.018868735083532217,0.9935847255369925,1.0336801909307878,0.9555131264916468,0.21583054892601436,1.43232215680409,9.76756234844095,-46.933439237621
24,537358.439,0.019190930787589502,-0.021868735083532213,0.9905847255369924,3.0236801909307878,0.5405131264916468,-0.17316945107398565,1.43232215680409,9.76756234844095,-46.933439237621
25,537434.941,0.019190930787589502,-0.021868735083532213,0.9905847255369924,3.0236801909307878,0.5405131264916468,-0.17316945107398565,0.949765898849423,8.48408754788422,-46.3237615208842
26,537437.218,0.0201909307875895,-0.004868735083532215,1.0095847255369925,7.403680190930787,0.5405131264916468,-0.32116945107398565,0.949765898849423,8.48408754788422,-46.3237615208842
27,537517.819,0.019190930787589502,0.007131264916467787,0.9955847255369925,10.225680190930788,2.7015131264916468,-0.7671694510739856,0.949765898849423,8.48408754788422,-46.3237615208842
28,537534.863,0.019190930787589502,0.007131264916467787,0.9955847255369925,10.225680190930788,2.7015131264916468,-0.7671694510739856,1.31982293194474,7.19868152587278,-46.6895681509263
29,537596.597,0.0121909307875895,0.016131264916467786,0.9955847255369925,10.133680190930788,2.543513126491647,-1.0961694510739857,1.31982293194474,7.19868152587278,-46.6895681509263
30,537634.142,0.0121909307875895,0.016131264916467786,0.9955847255369925,10.133680190930788,2.543513126491647,-1.0961694510739857,1.63488261170114,4.20398745880104,-45.2263416307581
31,537677.428,0.0091909307875895,0.03713126491646779,0.9995847255369925,13.362680190930789,2.3385131264916468,-1.4671694510739857,1.63488261170114,4.20398745880104,-45.2263416307581
32,537731.371,0.0091909307875895,0.03713126491646779,0.9995847255369925,13.362680190930789,2.3385131264916468,-1.4671694510739857,1.26978739844248,4.2013320293008,-46.5676326075789
33,537756.209,0.0071909307875895005,0.05713126491646779,0.9995847255369925,17.872680190930787,3.5895131264916467,-1.8221694510739856,1.26978739844248,4.2013320293008,-46.5676326075789
34,537830.66,0.0071909307875895005,0.05713126491646779,0.9995847255369925,17.872680190930787,3.5895131264916467,-1.8221694510739856,0.976823382453536,0.991558715840717,-45.5921482608001
